,APG,DBPM,Exp,FG2_pct,FG3_pct,GP,Height,MPG,OBPM,PPG,Player,Pos,RPG,Salary,Salary5,TPG,Team,USG,Year,pct_from_3
541,1.2,1.4,R,0.49700000000000005,0.369,74,6-7,20.1,0.3,8.9,Chase Budinger,SF,3.0,457588,5000000,0.6,HOU,19.4,2010,0.441
542,0.6,1.4,R,0.532,0.34600000000000003,23,6-10,16.2,,6.4,Jordan Hill,PF,5.0,2483280,3563600,0.8,HOU,17.6,2010,0.0
543,0.5,0.1,R,0.40700000000000003,0.0,71,6-8,11.2,0.4,2.9,DeMarre Carroll,SF,2.1,1009680,2557545,0.3,MEM,14.8,2010,0.027000000000000003
544,0.2,2.4,R,0.588,0.0,68,7-3,13.0,0.4,3.1,Hasheem Thabeet,C,3.6,4458840,1200000,0.6,MEM,10.7,2010,0.0
545,5.7,0.6,R,0.49,0.4,76,6-0,27.8,0.2,12.4,Darren Collison,PG,2.5,1266120,1900000,2.7,NOH,23.1,2010,0.146
546,1.6,0.6,R,0.493,0.374,73,6-4,25.6,2.3,14.5,Marcus Thornton,SG,2.9,457888,8050000,1.0,NOH,25.3,2010,0.354
547,0.4,0.0,R,0.371,0.0,31,6-2,5.2,6.7,1.7,Avery Bradley,PG,0.5,1418160,7191011,0.5,BOS,26.1,2011,0.075
548,0.3,4.2,R,0.667,0.0,4,6-11,8.0,6.7,1.5,Chris Johnson,C,1.3,136509,61290,0.5,BOS,8.8,2011,0.0
549,1.9,0.1,R,0.556,0.39299999999999996,82,6-7,31.0,0.5,9.7,Landry Fields,SG,6.4,473604,6250000,1.3,NYK,13.5,2011,0.364
550,2.0,0.7,R,0.435,0.318,78,6-7,23.0,2.9,7.2,Evan Turner,SG,3.9,4602720,3278000,1.0,PHI,17.0,2011,0.083
551,0.6,0.5,R,0.5760000000000001,0.33799999999999997,65,6-10,24.6,1.4,7.7,Ed Davis,PF,7.1,1919160,981084,0.7,TOR,13.3,2011,0.0
552,0.4,3.0,R,0.5529999999999999,0.222,82,7-0,12.1,1.2,2.8,Omer Asik,C,3.7,1721000,8374646,0.8,CHI,12.5,2011,0.0
553,1.1,1.2,R,0.537,0.297,61,6-9,20.7,4.5,7.8,Paul George,SG,3.7,2238360,15925680,1.1,IND,17.8,2011,0.349
554,1.8,1.1,R,0.382,0.0,12,6-5,9.6,4.5,3.1,Lance Stephenson,SG,1.5,750000,9000000,1.3,IND,23.5,2011,0.128
555,0.3,3.0,R,0.433,0.235,60,6-11,14.5,0.8,4.3,Larry Sanders,C,3.0,1731960,11000000,0.6,MIL,17.6,2011,0.0
556,0.7,1.3,1,0.364,0.3,9,6-6,9.2,,1.9,Garrett Temple,SG,0.7,98637,981084,0.2,MIL,14.0,2011,0.47600000000000003
557,1.3,1.0,R,0.552,0.0,80,6-11,27.8,1.4,9.4,Greg Monroe,C,7.5,2798040,5479934,1.0,DET,15.4,2011,0.002
558,0.8,0.9,1,0.49200000000000005,0.34700000000000003,40,6-6,24.3,4.5,7.4,Alonzo Gee,SG,3.9,479735,3500000,1.1,CLE,14.6,2011,0.209
559,0.5,0.3,R,0.552,0.0,65,6-8,16.4,0.2,5.3,Trevor Booker,PF,3.9,1204560,5000000,0.6,WAS,13.9,2011,0.004
560,3.9,1.2,R,0.43799999999999994,0.23800000000000002,26,6-4,33.3,1.2,16.3,Jordan Crawford,SG,3.0,1042320,234915,2.6,WAS,26.8,2011,0.239
561,0.2,1.2,R,0.449,0.39399999999999996,58,6-9,10.9,,2.7,Kevin Seraphin,PF,2.6,1563120,3898692,0.7,WAS,14.1,2011,0.0
562,8.3,1.7,R,0.425,0.29600000000000004,69,6-4,37.8,0.0,16.4,John Wall,PG,4.6,5144280,14746000,3.8,WAS,23.8,2011,0.11800000000000001
563,0.2,2.6,R,0.5329999999999999,0.25,18,6-11,7.9,4.4,1.0,Cole Aldrich,C,1.9,2126520,1100600,0.4,OKC,7.9,2011,0.0
564,0.0,2.7,R,0.524,0.423,11,7-1,6.0,0.0,2.5,Timofey Mozgov,C,1.5,3567096,4650000,0.3,DEN,18.6,2011,0.0
565,0.3,1.3,R,0.308,0.188,24,6-9,5.7,1.5,1.5,Luke Babbitt,SF,1.3,1645440,1100000,0.3,POR,22.8,2011,0.29100000000000004
566,0.5,0.2,R,0.667,0.0,49,6-9,9.4,1.0,3.6,Jeremy Evans,SF,2.0,473604,1794871,0.4,UTA,14.9,2011,0.009000000000000001
567,0.8,0.5,R,0.529,0.336,22,6-10,20.2,,8.2,Derrick Favors,PF,5.2,4133280,12833333,1.0,UTA,19.2,2011,0.0
568,1.1,0.4,R,0.489,0.473,72,6-8,16.9,1.3,5.4,Gordon Hayward,SF,1.9,2356320,14746000,1.0,UTA,15.3,2011,0.253
569,1.9,3.0,R,0.42700000000000005,0.35600000000000004,79,6-7,26.2,0.5,9.0,Wesley Johnson,SG,3.0,3726600,981084,1.2,MIN,16.8,2011,0.424
570,0.4,,R,0.517,0.28300000000000003,65,6-11,13.6,,5.5,Nikola Pekovic,C,3.0,4000000,12100000,1.4,MIN,19.4,2011,0.0
571,1.4,3.0,R,0.40299999999999997,0.2,29,6-3,9.8,,2.6,Jeremy Lin,PG,1.2,473604,8374646,0.6,GSW,15.6,2011,0.069
572,0.7,2.2,R,0.43700000000000006,0.405,58,6-10,17.8,,4.1,Ekpe Udoh,C,3.1,3065040,981084,0.8,GSW,12.8,2011,0.0
573,1.5,1.9,1,0.502,0.423,80,6-6,20.3,1.4,9.2,Reggie Williams,SF,2.7,762195,252676,0.7,GSW,18.7,2011,0.42100000000000004
574,0.7,0.1,R,0.43700000000000006,0.315,81,6-9,17.9,1.5,5.6,Al-Farouq Aminu,SF,3.3,2563320,981084,1.3,LAC,17.3,2011,0.35200000000000004
575,3.6,0.6,R,0.47,0.276,81,6-1,22.7,1.5,6.7,Eric Bledsoe,PG,2.8,1485000,12173913,2.4,LAC,17.9,2011,0.239
576,3.8,0.9,R,0.51,0.292,82,6-10,38.0,2.2,22.5,Blake Griffin,PF,12.1,5357280,17674612,2.7,LAC,27.3,2011,0.017
577,2.5,1.5,R,0.435,0.16699999999999998,81,6-11,28.5,0.6,14.1,DeMarcus Cousins,C,8.6,3374640,13701250,3.3,SAC,27.2,2011,0.018000000000000002
578,0.0,0.0,R,0.54,0.35700000000000004,1,7-0,2.0,,0.0,Hassan Whiteside,C,0.0,730437,22116750,0.0,SAC,0.0,2011,
579,0.7,2.5,R,0.371,0.391,26,6-6,11.0,3.5,3.6,James Anderson,SF,0.9,1361400,916099,0.5,SAS,16.4,2011,0.568
580,1.2,2.2,R,0.48100000000000004,0.419,80,6-4,21.1,0.9,9.8,Gary Neal,SG,2.5,525000,3250000,1.0,SAS,20.6,2011,0.48700000000000004
581,0.4,0.7,R,0.532,0.0,60,6-11,12.3,3.5,4.6,Tiago Splitter,C,3.4,3400000,9250000,0.5,SAS,17.7,2011,0.005
582,0.4,0.0,R,0.423,0.36,66,6-7,11.1,3.4,2.8,Quincy Pondexter,SF,1.3,1073280,3146068,0.2,NOH,13.7,2011,0.278
583,2.2,1.3,R,0.47600000000000003,0.29100000000000004,70,6-6,12.3,0.4,3.6,Greivis Vasquez,SG,1.0,1035960,6400000,1.0,MEM,16.9,2011,0.369
584,0.8,0.5,R,0.562,0.0,52,6-9,16.7,0.0,6.3,Patrick Patterson,PF,3.8,1823280,5831326,0.6,HOU,16.1,2011,0.006999999999999999
585,0.9,0.3,R,0.382,0.37799999999999995,38,6-4,8.7,5.1,2.9,E'Twaun Moore,PG,0.9,473604,1015421,0.6,BOS,19.9,2012,0.39799999999999996
586,2.8,1.4,R,0.44,0.306,59,6-5,28.9,3.7,9.5,Iman Shumpert,PG,3.2,1563120,9000000,1.9,NYK,18.2,2012,0.294
587,0.8,1.8,R,0.473,0.0,41,6-9,15.2,1.4,4.1,Lavoy Allen,PF,4.2,473604,3700000,0.5,PHI,14.5,2012,0.0
588,0.6,1.1,R,0.452,0.375,51,7-0,15.9,1.4,5.5,Nikola Vucevic,C,4.8,1645400,11250000,0.6,PHI,19.6,2012,0.027000000000000003
589,0.3,0.4,R,0.441,0.182,42,6-8,8.5,0.1,2.6,Jimmy Butler,SG,1.3,1020960,15260000,0.3,CHI,14.9,2012,0.139
590,0.5,3.4,R,0.5,0.261,42,6-9,11.4,,5.0,Tobias Harris,SF,2.4,1418160,16000000,0.7,MIL,20.6,2012,0.136
591,0.5,3.4,R,0.516,0.33299999999999996,46,6-10,12.1,,4.7,Jon Leuer,PF,2.6,473604,10991957,0.4,MIL,17.6,2012,0.047
592,3.8,1.4,R,0.434,0.38,66,6-3,32.3,0.0,12.8,Brandon Knight,PG,3.2,2563320,12000000,2.6,DET,21.7,2012,0.359
593,5.4,1.7,R,0.491,0.39899999999999997,51,6-3,30.5,4.9,18.5,Kyrie Irving,PG,3.7,5144280,14746000,3.1,CLE,28.7,2012,0.245
594,0.5,1.7,R,0.441,0.0,60,6-9,23.7,0.7,8.2,Tristan Thompson,PF,6.5,3726600,14260870,1.4,CLE,19.2,2012,0.005
595,2.0,3.3,R,0.41700000000000004,0.276,65,6-2,19.4,0.1,6.8,Norris Cole,PG,1.4,1035960,3036927,1.6,MIA,21.8,2012,0.16899999999999998
596,1.0,1.5,R,0.429,0.0,5,6-3,4.0,0.8,1.2,Donald Sloan,PG,1.0,122237,884293,0.4,ATL,23.5,2012,0.125
597,0.3,0.1,R,0.5710000000000001,0.0,17,6-6,6.8,1.2,1.9,DeAndre Liggins,SF,0.9,473604,754378,0.6,ORL,17.7,2012,0.16
598,2.0,0.6,R,0.42700000000000005,0.28600000000000003,64,6-3,12.2,0.4,3.6,Shelvin Mack,PG,1.4,473604,2433333,0.8,WAS,16.9,2012,0.191
599,0.4,1.5,R,0.46399999999999997,0.308,63,6-9,23.1,0.8,5.2,Bismack Biyombo,C,5.8,2798040,3000000,1.1,CHA,13.1,2012,0.0
600,4.4,1.5,R,0.392,0.305,66,6-1,27.2,0.6,12.1,Kemba Walker,PG,3.5,2356320,12000000,1.8,CHA,25.2,2012,0.295
601,1.6,2.7,R,0.392,0.21,45,6-3,11.1,0.5,3.1,Reggie Jackson,PG,1.2,1156320,14000000,0.8,OKC,18.7,2012,0.39
602,0.8,1.0,R,0.586,0.26,46,6-8,22.5,2.3,10.2,Kenneth Faried,PF,7.7,1254720,11235955,1.2,DEN,18.7,2012,0.0
603,0.8,0.5,R,0.484,0.36200000000000004,26,6-7,9.9,4.8,4.4,Jordan Hamilton,SF,2.4,1073286,119462,0.6,DEN,22.3,2012,0.423
604,0.9,4.7,R,0.442,0.33299999999999996,59,6-6,15.9,0.5,7.2,Alec Burks,SG,2.2,2020200,9213484,0.9,UTA,22.5,2012,0.126
605,0.1,4.7,R,0.498,0.0,66,6-11,13.2,0.5,4.6,Enes Kanter,C,4.2,4133280,16400000,0.8,UTA,17.3,2012,0.004
606,8.2,1.1,R,0.363,0.34,41,6-4,34.2,2.1,10.6,Ricky Rubio,PG,4.2,3480120,12365000,3.2,MIN,18.7,2012,0.242
607,0.6,1.1,R,0.467,0.268,66,6-8,21.5,2.1,8.8,Derrick Williams,PF,4.7,4602720,4900000,1.2,MIN,20.7,2012,0.27699999999999997
608,1.0,1.0,R,0.42,0.34700000000000003,63,6-10,19.5,0.0,7.4,Markieff Morris,PF,4.4,1919160,8000000,1.1,PHO,20.4,2012,0.284
609,2.0,2.0,R,0.46,0.414,66,6-7,24.4,0.9,12.5,Klay Thompson,SG,2.4,2126520,15500000,1.6,GSW,24.7,2012,0.373
610,1.8,1.3,R,0.409,0.361,61,6-2,18.6,,7.6,Jimmer Fredette,PG,1.2,2238360,59731,1.1,SAC,20.4,2012,0.484
611,4.1,1.3,R,0.491,0.379,65,5-9,25.5,3.2,11.5,Isaiah Thomas,PG,2.6,473604,6912869,1.6,SAC,19.8,2012,0.384
612,1.2,5.0,R,0.345,0.2,29,6-3,9.2,4.3,2.0,Cory Joseph,PG,0.9,1028400,7000000,0.4,SAS,15.4,2012,0.214
613,1.1,2.3,R,0.536,0.376,64,6-7,24.0,2.0,7.9,Kawhi Leonard,SF,5.1,1731960,16500000,0.7,SAS,14.5,2012,0.27
614,0.2,2.6,R,0.37799999999999995,0.11800000000000001,17,6-9,7.4,,2.4,Marcus Morris,PF,0.9,1823280,5000000,0.2,HOU,22.2,2012,0.315
615,2.1,1.2,R,0.507,0.337,63,6-10,28.6,0.5,9.5,Chandler Parsons,SF,4.8,850000,15361500,1.3,HOU,16.7,2012,0.324
616,0.1,2.6,R,0.636,0.222,8,6-10,8.6,,1.8,Greg Smith,C,2.5,301733,247623,0.1,HOU,7.9,2012,0.0
617,0.3,0.1,R,0.456,0.0,42,6-8,15.0,2.2,4.0,Lance Thomas,PF,3.0,328444,1650000,0.6,NOH,13.3,2012,0.008
618,0.4,0.3,R,0.442,0.34299999999999997,53,6-9,9.4,0.4,3.5,Mirza Teletovic,PF,1.8,3090000,10500000,0.4,BRK,19.4,2013,0.584
619,0.4,1.3,R,0.562,0.5,29,6-7,11.8,,4.0,Quincy Acy,PF,2.7,665000,1914544,0.6,TOR,14.7,2013,0.027000000000000003
620,0.7,0.4,R,0.46399999999999997,0.332,73,6-7,17.0,0.4,6.4,Terrence Ross,SG,2.0,2563320,10000000,0.7,TOR,19.6,2013,0.429
621,0.7,0.9,R,0.557,0.33299999999999996,62,7-0,23.9,4.1,8.9,Jonas Valanciunas,C,6.0,3627720,14382022,1.5,TOR,16.9,2013,0.0
622,0.1,2.3,R,0.23800000000000002,0.36200000000000004,14,6-11,3.9,2.1,0.9,Miles Plumlee,C,1.6,1073280,12500000,0.2,IND,21.4,2013,0.0
623,0.5,1.0,R,0.486,0.0,63,6-11,13.1,0.7,6.0,John Henson,PF,4.7,1823280,12517606,0.7,MIL,22.6,2013,0.009000000000000001
624,0.5,2.6,R,0.609,0.5,60,6-11,20.7,0.8,7.9,Andre Drummond,C,7.6,2356320,22116750,1.0,DET,17.2,2013,0.006
625,1.0,,R,0.5,0.311,27,6-8,17.6,,6.1,Khris Middleton,SG,1.9,473604,15200000,0.4,DET,15.9,2013,0.319
626,0.9,1.1,R,0.46399999999999997,0.35,82,6-8,28.0,0.8,8.8,Kyle Singler,SF,4.0,1000000,4837500,1.2,DET,15.8,2013,0.312
627,3.0,2.2,R,0.446,0.31,61,6-4,28.8,1.7,14.7,Dion Waiters,SG,2.4,3726600,2898000,2.0,CLE,26.1,2013,0.249
628,1.2,0.4,R,0.441,0.0,77,7-0,26.4,1.7,7.9,Tyler Zeller,C,5.7,1563120,8000000,1.2,CLE,15.9,2013,0.006999999999999999
629,0.9,0.7,R,0.5,0.384,61,6-4,14.8,0.2,6.1,John Jenkins,SG,1.5,1204560,469841,0.7,ATL,18.7,2013,0.469
630,0.3,0.7,R,0.479,0.0,40,6-8,9.4,0.2,4.6,Mike Scott,PF,2.8,473604,1471382,0.5,ATL,23.7,2013,0.006999999999999999
631,2.4,0.0,R,0.424,0.386,56,6-5,31.2,0.0,13.9,Bradley Beal,SG,3.8,4133280,22116750,1.6,WAS,22.2,2013,0.344
632,1.5,0.1,R,0.462,0.222,78,6-7,26.0,1.4,9.0,Michael Kidd-Gilchrist,SF,5.8,4602720,13000000,1.3,CHA,17.9,2013,0.015
633,0.7,0.7,R,0.51,0.27399999999999997,76,6-9,26.0,2.9,8.2,Maurice Harkless,SF,4.4,1731960,8988764,0.9,ORL,15.9,2013,0.207
634,0.6,0.3,R,0.527,0.309,75,6-9,16.7,0.0,7.8,Andrew Nicholson,PF,3.4,1418160,6088993,1.1,ORL,22.1,2013,0.0
635,0.9,1.0,R,0.515,0.0,57,6-10,11.2,,4.1,Kyle O'Quinn,C,3.7,788872,3900000,0.6,ORL,18.1,2013,0.005
636,0.2,2.6,R,0.395,0.3,23,6-5,6.4,6.0,3.1,Jeremy Lamb,SF,0.8,2020200,6511628,0.3,OKC,24.8,2013,0.441
637,1.2,0.2,R,0.541,0.40700000000000003,38,6-7,11.3,1.0,5.3,Evan Fournier,SG,0.9,1361400,17000000,0.8,DEN,20.4,2013,0.355
638,0.8,0.0,R,0.447,0.138,73,6-6,12.2,,4.0,Will Barton,SG,2.0,550000,3533333,0.8,POR,20.4,2013,0.21
639,0.5,0.0,R,0.5479999999999999,0.429,69,7-1,17.5,,5.5,Meyers Leonard,C,3.7,2126520,9213484,0.7,POR,13.9,2013,0.025
640,6.5,1.1,R,0.469,0.368,82,6-3,38.6,2.7,19.0,Damian Lillard,PG,3.1,3065040,24328425,3.0,POR,24.2,2013,0.391
641,1.2,2.6,R,0.46399999999999997,0.359,81,6-8,25.4,0.0,9.2,Harrison Barnes,SF,4.1,2798040,22116750,1.2,GSW,17.7,2013,0.231
642,0.4,2.3,R,0.402,0.294,61,6-5,4.4,4.9,2.0,Kent Bazemore,SG,0.4,473604,15730338,0.3,GSW,25.7,2013,0.293
643,0.7,1.7,R,0.368,0.209,79,6-7,13.4,4.9,2.9,Draymond Green,SF,3.3,850000,15330435,0.6,GSW,14.0,2013,0.261
644,0.3,0.4,R,0.514,0.0,16,6-10,8.8,3.4,2.7,Aron Baynes,C,2.0,401170,6500000,0.7,SAS,17.1,2013,0.027999999999999997
645,2.9,1.4,R,0.462,0.375,41,6-1,17.4,2.0,5.6,Patrick Beverley,PG,2.7,281377,6000000,1.1,HOU,15.4,2013,0.508
646,0.8,2.6,R,0.507,0.263,19,6-9,14.5,0.9,5.5,Terrence Jones,PF,3.4,1485000,236457,0.7,HOU,18.1,2013,0.20199999999999999
647,0.7,2.6,R,0.562,0.289,44,7-0,12.2,0.9,5.7,Donatas Motiejunas,PF,2.1,1453520,576724,0.8,HOU,22.1,2013,0.39
648,0.5,1.2,R,0.455,0.0,19,6-10,13.0,0.9,4.5,Thomas Robinson,PF,4.1,3374640,1050961,1.2,HOU,20.8,2013,0.013000000000000001
649,1.2,0.4,R,0.446,0.32799999999999996,78,6-6,17.3,0.5,5.0,Jae Crowder,SF,2.4,600491,6286408,0.6,DAL,15.1,2013,0.523
650,1.0,1.9,R,0.521,0.0,64,6-10,28.8,0.5,13.5,Anthony Davis,PF,8.2,5144280,22116750,1.4,NOH,21.8,2013,0.009000000000000001
651,2.1,0.0,R,0.385,0.326,61,6-4,23.2,1.1,6.2,Austin Rivers,SG,1.8,2238360,11000000,1.2,NOH,16.8,2013,0.221
652,2.8,0.0,R,0.43,0.386,78,6-1,17.0,1.1,7.1,Brian Roberts,PG,1.2,473604,1050961,0.9,NOH,21.6,2013,0.299
653,0.9,1.9,R,0.6659999999999999,0.0,70,6-11,18.2,0.5,7.4,Mason Plumlee,C,4.4,1298640,14041096,1.1,BRK,17.1,2014,0.01
654,1.6,0.2,R,0.5,0.35100000000000003,70,7-0,20.0,0.3,8.7,Kelly Olynyk,C,5.2,1986360,10607169,1.5,BOS,21.0,2014,0.22699999999999998
655,6.3,0.4,R,0.44,0.264,70,6-6,34.5,0.0,16.7,Michael Carter-Williams,PG,6.2,2200920,2700000,3.5,PHI,25.7,2014,0.19699999999999998
656,0.4,1.0,R,0.588,0.304,28,6-7,8.1,4.1,1.7,Solomon Hill,SF,1.5,1246680,12236535,0.5,IND,11.3,2014,0.575
657,0.9,0.7,R,0.456,0.32,77,6-7,16.0,0.7,4.5,Tony Snell,SG,1.6,1409040,9821429,0.6,CHI,14.9,2014,0.53
658,0.7,0.2,R,0.447,0.319,80,6-5,19.8,,5.9,Kentavious Caldwell-Pope,SG,2.0,2653080,17745894,0.4,DET,13.9,2014,0.402
659,1.9,0.7,R,0.44,0.34700000000000003,77,6-11,24.6,1.9,6.8,Giannis Antetokounmpo,SF,4.4,1792560,22471910,1.6,MIL,15.0,2014,0.282
660,0.3,0.0,R,0.414,0.19,37,6-8,8.6,3.8,2.1,Otto Porter,SF,1.5,4278000,24773250,0.4,WAS,15.6,2014,0.231
661,1.1,1.8,R,0.42700000000000005,0.0,82,7-0,17.3,0.8,6.0,Cody Zeller,C,4.3,3857040,12584270,1.1,CHA,18.9,2014,0.002
662,4.1,0.8,R,0.44799999999999995,0.327,80,6-4,31.1,1.1,13.8,Victor Oladipo,PG,4.1,4763760,21000000,3.2,ORL,24.4,2014,0.24100000000000002
663,0.5,2.4,R,0.503,0.361,81,7-0,14.8,0.6,3.3,Steven Adams,C,4.1,2090880,22471910,0.9,OKC,11.7,2014,0.0
664,0.4,1.9,R,0.564,0.154,40,6-7,10.0,2.6,1.9,Andre Roberson,SG,2.4,1110840,9259259,0.5,OKC,10.1,2014,0.191
665,0.7,0.4,R,0.449,0.375,38,6-3,12.5,3.4,5.3,CJ McCollum,SG,1.3,2316720,23962573,0.9,POR,20.9,2014,0.449
666,0.7,3.1,R,0.496,1.0,60,6-11,13.6,,4.8,Gorgui Dieng,C,5.0,1352640,14112360,0.9,MIN,16.8,2014,0.004
667,0.2,,R,0.478,0.273,37,6-6,7.8,,3.9,Shabazz Muhammad,SG,1.4,1887120,324203,0.4,MIN,23.1,2014,0.08900000000000001
668,5.7,1.4,R,0.41,0.33,70,6-1,32.3,0.5,12.8,Trey Burke,PG,3.0,2438760,784160,1.9,UTA,21.8,2014,0.375
669,0.2,1.8,R,0.486,0.355,45,7-1,9.6,,2.3,Rudy Gobert,C,3.4,1078800,21974719,0.7,UTA,14.2,2014,0.0
670,0.3,2.1,R,0.43799999999999994,0.301,43,6-7,9.2,2.0,2.7,Reggie Bullock,SF,1.3,1149000,2500000,0.3,LAC,15.4,2014,0.603
671,0.4,,R,0.542,0.139,52,6-5,10.3,,3.7,Archie Goodwin,SG,1.7,1064400,95600,0.8,PHO,19.4,2014,0.21600000000000003
672,0.1,,R,0.423,0.29,42,7-1,8.6,,2.0,Alex Len,C,2.4,3492720,4187599,0.6,PHO,14.3,2014,0.0
673,1.0,0.5,R,0.419,0.32,82,6-5,26.7,1.9,8.8,Ben McLemore,SG,2.9,2895960,5200000,1.2,SAC,16.9,2014,0.43700000000000006
674,3.1,2.0,1,0.4,0.364,22,6-0,25.9,1.1,12.6,Isaiah Canaan,PG,2.5,816482,997547,1.8,PHI,23.2,2015,0.6559999999999999
675,7.2,,R,0.313,0.273,6,6-1,28.5,,5.7,Tim Frazier,PG,3.2,59686,2090000,3.0,PHI,17.2,2015,0.256
676,0.8,0.7,R,0.461,0.326,62,6-7,17.0,0.6,5.0,James Ennis,SF,2.8,507336,3028410,0.6,MIA,14.6,2015,0.385
677,1.0,,R,0.429,0.308,4,6-4,18.0,2.5,5.5,Sean Kilpatrick,SG,1.5,29843,789725,0.5,MIN,14.6,2015,0.65
678,1.0,1.5,R,1.0,0.344,1,6-2,3.0,15.3,2.0,Briante Weber,PG,1.0,12355,0,0.0,MIA,15.2,2016,0.0
